id	char
0	

1	 
2	!
3	(
4	)
5	*
6	+
7	,
8	-
9	.
10	/
11	1
12	2
13	3
14	6
15	8
16	9
17	:
18	<
19	>
20	?
21	A
22	B
23	C
24	D
25	E
26	F
27	G
28	H
29	I
30	J
31	K
32	L
33	M
34	N
35	O
36	P
37	R
38	S
39	T
40	U
41	V
42	W
43	Y
44	[
45	\
46	]
47	`
48	a
49	b
50	c
51	d
52	e
53	f
54	g
55	h
56	i
57	k
58	l
59	m
60	n
61	o
62	p
63	r
64	s
65	t
66	u
67	w
68	x
69	y
70	z
71	~
72	・
73	…
74	☆
75	　
76	。
77	
78	《
79	》
80	〖
81	〗
82	`
83	ㄇ
84	ㄈ
85	ㄌ
86	ㄒ
87	ㄙ
88	ㄚ
89	ㄟ
90	ㄡ
91	一
92	丁
93	七
94	万
95	三
96	上
97	下
98	不
99	与
100	丑
101	专
102	世
103	丘
104	业
105	丛
106	东
107	G
108	丢
109	两
110	严
111	丧
112	个
113	中
114	临
115	丸
116	丹
117	为
118	主
119	丽
120	举
121	久
122	么
123	义
124	之
125	乌
126	乎
127	乐
128	乒
129	乓
130	乖
131	乘
132	九
133	也
134	习
135	乡
136	书
137	买
138	乱
139	乾
140	了
141	予
142	争
143	事
144	二
145	于
146	亏
147	云
148	互
149	五
150	井
151	亘
152	亚
153	些
154	亡
155	交
156	亦
157	产
158	享
159	亭
160	亮
161	亲
162	人
163	什
164	仁
165	仇
166	今
167	介
168	仍
169	从
170	仓
171	仔
172	仕
173	他
174	仗
175	付
176	仙
177	代
178	令
179	以
180	仪
181	们
182	仰
183	件
184	价
185	任
186	份
187	仿
188	伊
189	伏
190	伐
191	休
192	众
193	优
194	伙
195	会
196	伞
197	伟
198	传
199	伤
200	伦
201	伪
202	伫
203	伯
204	
205	伴
206	伸
207	似
208	伽
209	但
210	位
211	低
212	住
213	体
214	
215	何
216	佗
217	余
218	佛
219	作
220	你
221	佳
222	佻
223	使
224	
225	供
226	依
227	侠
228	侦
229	侧
230	侬
231	侵
232	便
233	促
234	俊
235	保
236	b
237	信
238	俯
239	俺
240	
241	
242	倒
243	倔
244	候
245	借
246	倦
247	
248	倭
249	债
250	值
251	倾
252	假
253	偎
254	偏
255	做
256	停
257	偶
258	偷
259	傀
260	傅
261	傍
262	储
263	傲
264	
265	傻
266	A
267	像
268	僵
269	儡
270	儿
271	兀
272	元
273	兄
274	充
275	兆
276	先
277	光
278	克
279	免
280	兜
281	入
282	全
283	
284	八
285	公
286	六
287	兮
288	兰
289	共
290	关
291	兴
292	兵
293	其
294	具
295	典
296	养
297	兽
298	内
299	冉
300	册
301	再
302	冒
303	写
304	军
305	农
306	冠
307	冥
308	冬
309	冰
310	冲
311	决
312	况
313	冷
314	净
315	凄
316	准
317	凉
318	凋
319	凌
320	减
321	凝
322	几
323	凡
324	凤
325	凯
326	凶
327	出
328	击
329	凿
330	刀
331	分
332	切
333	刊
334	划
335	列
336	则
337	刚
338	创
339	初
340	删
341	判
342	e
343	利
344	别
345	刮
346	到
347	制
348	刷
349	刺
350	刻
351	削
352	前
353	剑
354	剔
355	剥
356	剧
357	剩
358	剪
359	副
360	割
361	力
362	办
363	功
364	加
365	务
366	动
367	助
368	努
369	劫
370	励
371	劳
372	势
373	勇
374	勉
375	勒
376	
377	勾
378	包
379	匆
380	化
381	北
382	匙
383	匠
384	匹
385	区
386	医
387	十
388	千
389	升
390	午
391	半
392	华
393	协
394	卑
395	单
396	卖
397	南
398	卜
399	占
400	卡
401	卦
402	印
403	危
404	即
405	却
406	卷
407	卸
408	s
409	厅
410	历
411	厉
412	压
413	厌
414	厘
415	厚
416	原
417	厢
418	去
419	参
420	又
421	及
422	友
423	双
424	反
425	发
426	叔
427	取
428	受
429	变
430	叛
431	叠
432	口
433	古
434	句
435	另
436	叨
437	叩
438	只
439	叫
440	叭
441	叮
442	可
443	台
444	史
445	右
446	叶
447	号
448	司
449	叹
450	吃
451	吆
452	合
453	吉
454	吊
455	同
456	名
457	后
458	吐
459	向
460	吗
461	君
462	吝
463	吞
464	吟
465	吠
466	否
467	吧
468	含
469	听
470	吭
471	吴
472	吵
473	吸
474	吹
475	吻
476	吼
477	吾
478	呀
479	呆
480	告
481	呜
482	呢
483	呦
484	周
485	味
486	呵
487	呸
488	呼
489	命
490	咆
491	和
492	咒
493	咖
494	咧
495	咩
496	咪
497	咬
498	咱
499	咸
500	咿
501	哀
502	品
503	哈
504	哉
505	响
506	哎
507	哑
508	哒
509	哟
510	哥
511	哦
512	哩
513	哪
514	哭
515	哮
516	哼
517	唇
518	唐
519	唤
520	唯
521	唰
522	唱
523	
524	啃
525	啊
526	啜
527	啡
528	啤
529	啥
530	啦
531	啬
532	
533	啵
534	啸
535	喂
536	善
537	喇
538	喉
539	喊
540	喔
541	喘
542	喜
543	喝
544	喧
545	
546	
547	喷
548	嗅
549	嗓
550	嗜
551	嗦
552	嗨
553	@
554	嘉
555	嘛
556	嘟
557	嘲
558	嘴
559	嘶
560	嘿
561	噙
562	噢
563	器
564	噬
565	
566	
567	嚎
568	嚣
569	四
570	回
571	因
572	团
573	园
574	困
575	囱
576	围
577	固
578	国
579	图
580	圆
581	圈
582	土
583	圣
584	在
585	地
586	场
587	圾
588	坊
589	坏
590	坐
591	坑
592	块
593	坚
594	坛
595	坟
596	坠
597	坡
598	坦
599	垂
600	垃
601	型
602	垒
603	垦
604	垫
605	埃
606	埋
607	城
608	培
609	基
610	堂
611	堆
612	堕
613	堡
614	堤
615	堪
616	堵
617	塌
618	塔
619	塞
620	填
621	境
622	墓
623	墙
624	增
625	墟
626	墨
627	
628	壁
629	壕
630	壤
631	士
632	壮
633	声
634	壳
635	壶
636	处
637	备
638	复
639	夏
640	夕
641	外
642	多
643	夜
644	够
645	大
646	天
647	太
648	夫
649	央
650	失
651	头
652	夸
653	夹
654	夺
655	奇
656	奈
657	奉
658	奋
659	奏
660	契
661	奔
662	奖
663	套
664	Z
665	女
666	奴
667	奶
668	她
669	好
670	如
671	妆
672	妈
673	妖
674	妙
675	妥
676	
677	妹
678	姆
679	始
680	姐
681	姑
682	姓
683	委
684	姜
685	姥
686	姻
687	姿
688	威
689	娇
690	娘
691	娥
692	婆
693	婉
694	婪
695	媚
696	嫌
697	嫣
698	嫦
699	嫩
700	嬉
701	子
702	孔
703	字
704	存
705	孝
706	孟
707	季
708	孤
709	学
710	孩
711	W
712	宁
713	它
714	宇
715	守
716	安
717	宋
718	完
719	宗
720	官
721	宙
722	定
723	宜
724	宝
725	实
726	宠
727	客
728	宣
729	室
730	宫
731	害
732	家
733	容
734	宽
735	宿
736	寂
737	寄
738	密
739	寇
740	寒
741	寞
742	察
743	寥
744	
745	寸
746	对
747	寺
748	寻
749	导
750	封
751	射
752	将
753	尊
754	
755	小
756	少
757	尔
758	尖
759	尘
760	尚
761	尝
762	尧
763	尬
764	就
765	尴
766	尸
767	尺
768	尼
769	尽
770	尾
771	局
772	屁
773	层
774	居
775	屈
776	屉
777	屋
778	
779	屏
780	屑
781	展
782	属
783	山
784	岁
785	岂
786	岛
787	岩
788	岭
789	岸
790	峡
791	峰
792	崇
793	崎
794	崖
795	崩
796	嵩
797	
798	川
799	州
800	巢
801	工
802	左
803	巧
804	巨
805	巫
806	差
807	己
808	已
809	巴
810	巷
811	巾
812	币
813	市
814	布
815	帅
816	师
817	希
818	帖
819	帘
820	帝
821	带
822	
823	席
824	帮
825	帷
826	常
827	帽
828	幄
829	幅
830	幕
831	干
832	平
833	年
834	并
835	幸
836	幻
837	幼
838	幽
839	
840	广
841	庄
842	庆
843	床
844	序
845	库
846	应
847	底
848	庖
849	店
850	庞
851	废
852	度
853	座
854	庭
855	廉
856	廊
857	廓
858	延
859	廷
860	建
861	开
862	异
863	弃
864	弄
865	式
866	弓
867	引
868	弟
869	张
870	弥
871	弦
872	弧
873	弯
874	弱
875	
876	弹
877	强
878	
879	归
880	当
881	录
882	形
883	彩
884	影
885	彷
886	役
887	彻
888	彼
889	
890	往
891	征
892	待
893	很
894	徊
895	律
896	後
897	徐
898	徒
899	得
900	徘
901	御
902	
903	微
904	徵
905	德
906	徽
907	心
908	必
909	忆
910	忍
911	忏
912	志
913	忘
914	忙
915	忠
916	忧
917	快
918	念
919	忽
920	忿
921	怀
922	态
923	怅
924	怎
925	怒
926	怕
927	怜
928	思
929	急
930	性
931	怨
932	怪
933	怯
934	总
935	恋
936	恍
937	恐
938	恒
939	恕
940	恨
941	恩
942	息
943	恰
944	恶
945	恼
946	悄
947	悉
948	悔
949	悟
950	悠
951	悬
952	悯
953	悲
954	悴
955	情
956	惆
957	惊
958	惑
959	惚
960	惜
961	惠
962	惦
963	惧
964	惨
965	惩
966	惫
967	惭
968	惯
969	想
970	惹
971	愁
972	愉
973	意
974	
975	感
976	愧
977	愿
978	慈
979	慌
980	慢
981	慨
982	慰
983	慵
984	n
985	憔
986	
987	懂
988	
989	懊
990	
991	懒
992	
993	懦
994	
995	
996	
997	戈
998	戎
999	戏
1000	成
1001	我
1002	戒
1003	或
1004	战
1005	截
1006	戮
1007	
1008	戴
1009	房
1010	所
1011	扇
1012	手
1013	才
1014	扎
1015	扑
1016	打
1017	托
1018	扣
1019	扩
1020	扫
1021	扬
1022	扭
1023	扯
1024	扰
1025	批
1026	找
1027	承
1028	技
1029	抄
1030	把
1031	抑
1032	抓
1033	投
1034	抖
1035	抗
1036	折
1037	抚
1038	抛
1039	抢
1040	护
1041	报
1042	抬
1043	抱
1044	抵
1045	抹
1046	押
1047	抽
1048	担
1049	拆
1050	拉
1051	
1052	拌
1053	拍
1054	拒
1055	拓
1056	拖
1057	拙
1058	招
1059	拜
1060	拟
1061	拢
1062	拥
1063	择
1064	括
1065	拯
1066	拳
1067	拼
1068	拽
1069	拿
1070	持
1071	挂
1072	指
1073	按
1074	挑
1075	挖
1076	挟
1077	挡
1078	挣
1079	挤
1080	挥
1081	挽
1082	捂
1083	捆
1084	捏
1085	捞
1086	损
1087	捡
1088	换
1089	据
1090	掂
1091	掉
1092	掌
1093	掏
1094	排
1095	掠
1096	探
1097	接
1098	控
1099	推
1100	掩
1101	掬
1102	掰
1103	揍
1104	描
1105	提
1106	插
1107	握
1108	揭
1109	援
1110	搁
1111	搅
1112	搏
1113	搐
1114	u
1115	搜
1116	搞
1117	搬
1118	
1119	摄
1120	摆
1121	摇
1122	摊
1123	摔
1124	摘
1125	摧
1126	摩
1127	摹
1128	摺
1129	撂
1130	撑
1131	撒
1132	撕
1133	撞
1134	撤
1135	播
1136	
1137	擀
1138	擂
1139	擅
1140	操
1141	擎
1142	擦
1143	攘
1144	
1145	支
1146	收
1147	改
1148	攻
1149	放
1150	故
1151	效
1152	敌
1153	敏
1154	救
1155	教
1156	敛
1157	敢
1158	散
1159	敦
1160	敬
1161	数
1162	敲
1163	整
1164	敷
1165	文
1166	斑
1167	斗
1168	料
1169	斜
1170	斤
1171	断
1172	斯
1173	新
1174	
1175	方
1176	於
1177	旁
1178	旅
1179	旋
1180	族
1181	旗
1182	无
1183	日
1184	旦
1185	旧
1186	早
1187	A
1188	时
1189	旷
1190	明
1191	昏
1192	易
1193	昔
1194	星
1195	映
1196	春
1197	昧
1198	昨
1199	是
1200	昵
1201	显
1202	r
1203	晃
1204	晒
1205	晓
1206	晕
1207	晚
1208	晤
1209	晨
1210	景
1211	晰
1212	晴
1213	晶
1214	暂
1215	
1216	暖
1217	暗
1218	暧
1219	暴
1220	
1221	曦
1222	曲
1223	曳
1224	更
1225	
1226	曹
1227	曾
1228	替
1229	最
1230	
1231	月
1232	有
1233	朋
1234	服
1235	朗
1236	望
1237	朝
1238	期
1239	朦
1240	V
1241	木
1242	未
1243	末
1244	本
1245	术
1246	朱
1247	朵
1248	机
1249	朽
1250	杀
1251	杂
1252	权
1253	杆
1254	李
1255	材
1256	村
1257	杖
1258	杜
1259	杞
1260	束
1261	条
1262	来
1263	杨
1264	杯
1265	杰
1266	杵
1267	松
1268	板
1269	极
1270	林
1271	枚
1272	果
1273	枝
1274	枪
1275	枫
1276	枭
1277	枯
1278	架
1279	枸
1280	染
1281	柔
1282	柜
1283	查
1284	柯
1285	柳
1286	柴
1287	标
1288	栈
1289	树
1290	栓
1291	校
1292	样
1293	根
1294	格
1295	栽
1296	桃
1297	框
1298	案
1299	桌
1300	桑
1301	桠
1302	桥
1303	梁
1304	梢
1305	梦
1306	梨
1307	梭
1308	梯
1309	检
1310	棋
1311	棍
1312	棒
1313	棘
1314	森
1315	棵
1316	椅
1317	植
1318	楔
1319	楚
1320	楝
1321	楠
1322	楷
1323	楼
1324	概
1325	榉
1326	榜
1327	榨
1328	榻
1329	
1330	樟
1331	模
1332	
1333	横
1334	
1335	橡
1336	M
1337	橱
1338	檀
1339	檐
1340	
1341	
1342	欠
1343	次
1344	欢
1345	欣
1346	欧
1347	欲
1348	款
1349	歃
1350	歇
1351	歉
1352	歌
1353	止
1354	正
1355	此
1356	步
1357	武
1358	q
1359	v
1360	死
1361	殇
1362	残
1363	段
1364	殿
1365	毁
1366	毅
1367	母
1368	每
1369	毒
1370	比
1371	毕
1372	毛
1373	毫
1374	毯
1375	民
1376	气
1377	氛
1378	
1379	氧
1380	水
1381	永
1382	汁
1383	求
1384	汇
1385	汉
1386	汐
1387	汗
1388	江
1389	池
1390	污
1391	汤
1392	汰
1393	汹
1394	汽
1395	沈
1396	沉
1397	]
1398	沙
1399	沟
1400	没
1401	沦
1402	沧
1403	沮
1404	河
1405	沸
1406	油
1407	治
1408	沼
1409	沾
1410	泉
1411	泊
1412	法
1413	泛
1414	泞
1415	泡
1416	波
1417	泣
1418	泥
1419	注
1420	泪
1421	泰
1422	泼
1423	泽
1424	洁
1425	洋
1426	洒
1427	洗
1428	洛
1429	洞
1430	洪
1431	洲
1432	活
1433	流
1434	浅
1435	浆
1436	测
1437	浏
1438	浓
1439	浩
1440	浪
1441	浮
1442	浴
1443	海
1444	涂
1445	消
1446	涌
1447	涟
1448	涡
1449	涤
1450	润
1451	涯
1452	液
1453	淇
1454	淋
1455	淌
1456	淘
1457	I
1458	淡
1459	Q
1460	深
1461	混
1462	淹
1463	清
1464	渐
1465	渗
1466	渡
1467	温
1468	渲
1469	渴
1470	游
1471	渺
1472	湖
1473	湛
1474	湾
1475	湿
1476	溃
1477	溉
1478	溜
1479	溢
1480	溪
1481	
1482	溶
1483	
1484	滋
1485	滑
1486	滚
1487	满
1488	滤
1489	滩
1490	滴
1491	M
1492	漂
1493	漆
1494	演
1495	漠
1496	漪
1497	漫
1498	潇
1499	潦
1500	潮
1501	澈
1502	澡
1503	激
1504	
1505	濡
1506	t
1507	
1508	灌
1509	火
1510	灭
1511	灯
1512	灰
1513	灵
1514	灾
1515	灿
1516	炉
1517	炊
1518	炫
1519	炭
1520	炮
1521	点
1522	
1523	烁
1524	烂
1525	烈
1526	烊
1527	烛
1528	烟
1529	烤
1530	烦
1531	烧
1532	烫
1533	热
1534	烽
1535	焚
1536	o
1537	焦
1538	焰
1539	然
1540	煌
1541	
1542	煞
1543	煤
1544	照
1545	煮
1546	熄
1547	熙
1548	熟
1549	熬
1550	
1551	燃
1552	
1553	
1554	燕
1555	燥
1556	爪
1557	爬
1558	爱
1559	爵
1560	父
1561	爷
1562	爸
1563	爹
1564	爽
1565	片
1566	版
1567	牌
1568	牙
1569	牛
1570	牡
1571	牢
1572	牧
1573	物
1574	牲
1575	牵
1576	特
1577	牺
1578	犯
1579	状
1580	犹
1581	狂
1582	狈
1583	狐
1584	狗
1585	狞
1586	狠
1587	狩
1588	独
1589	狮
1590	狰
1591	狱
1592	狼
1593	猎
1594	猜
1595	猪
1596	猫
1597	献
1598	猴
1599	
1600	玄
1601	率
1602	王
1603	玩
1604	玫
1605	环
1606	现
1607	玻
1608	珀
1609	珊
1610	珍
1611	珠
1612	班
1613	F
1614	球
1615	理
1616	琉
1617	琐
1618	琥
1619	琳
1620	琴
1621	琵
1622	琶
1623	u
1624	瑕
1625	瑚
1626	瑜
1627	瑰
1628	璀
1629	璃
1630	璨
1631	瓜
1632	瓢
1633	瓣
1634	瓦
1635	瓶
1636	瓷
1637	甘
1638	甚
1639	甜
1640	生
1641	用
1642	甩
1643	田
1644	由
1645	甲
1646	电
1647	男
1648	画
1649	界
1650	畏
1651	留
1652	略
1653	番
1654	
1655	疆
1656	B
1657	疑
1658	疗
1659	疚
1660	疤
1661	疯
1662	疲
1663	疼
1664	病
1665	痕
1666	痛
1667	痹
1668	瘦
1669	瘴
1670	瘾
1671	登
1672	l
1673	白
1674	百
1675	的
1676	皇
1677	皎
1678	皮
1679	盆
1680	盈
1681	盎
1682	盏
1683	盒
1684	盔
1685	盖
1686	盘
1687	盛
1688	盟
1689	M
1690	P
1691	目
1692	盯
1693	盲
1694	直
1695	相
1696	盼
1697	盾
1698	眉
1699	看
1700	真
1701	眠
1702	眸
1703	眼
1704	着
1705	睁
1706	睛
1707	睡
1708	督
1709	睫
1710	睹
1711	瞎
1712	瞑
1713	瞒
1714	瞥
1715	瞧
1716	瞬
1717	瞰
1718	瞳
1719	矛
1720	矢
1721	知
1722	短
1723	石
1724	矿
1725	码
1726	砂
1727	砌
1728	砍
1729	砖
1730	破
1731	硝
1732	硬
1733	确
1734	碌
1735	碍
1736	碎
1737	碑
1738	碗
1739	碟
1740	碰
1741	碲
1742	碾
1743	示
1744	礼
1745	社
1746	祈
1747	祖
1748	祝
1749	神
1750	祟
1751	祥
1752	票
1753	祭
1754	祷
1755	祸
1756	禁
1757	禅
1758	福
1759	离
1760	秀
1761	私
1762	秃
1763	秋
1764	种
1765	科
1766	秒
1767	秘
1768	秦
1769	秩
1770	积
1771	称
1772	移
1773	稀
1774	程
1775	稍
1776	税
1777	稚
1778	稳
1779	稻
1780	稽
1781	穗
1782	究
1783	穷
1784	空
1785	穿
1786	突
1787	窑
1788	窗
1789	窜
1790	窝
1791	窥
1792	立
1793	竖
1794	站
1795	竟
1796	章
1797	童
1798	端
1799	竹
1800	笆
1801	笑
1802	笔
1803	笛
1804	符
1805	笨
1806	第
1807	笼
1808	P
1809	等
1810	筋
1811	筐
1812	筑
1813	筒
1814	答
1815	筝
1816	筹
1817	签
1818	简
1819	~
1820	算
1821	管
1822	箩
1823	箭
1824	箱
1825	篇
1826	篮
1827	篱
1828	篷
1829	
1830	籍
1831	米
1832	类
1833	粉
1834	粗
1835	粥
1836	粹
1837	精
1838	糊
1839	糕
1840	糖
1841	糗
1842	糙
1843	糜
1844	糟
1845	系
1846	o
1847	s
1848	t
1849	
1850	素
1851	索
1852	紧
1853	
1854	累
1855	
1856	K
1857	^
1858	o
1859	y
1860	z
1861	p
1862	繁
1863	C
1864	^
1865	m
1866	红
1867	约
1868	级
1869	纪
1870	纯
1871	纱
1872	纲
1873	纳
1874	纵
1875	纷
1876	纸
1877	线
1878	练
1879	组
1880	细
1881	织
1882	终
1883	绍
1884	经
1885	绑
1886	结
1887	绕
1888	绘
1889	给
1890	络
1891	绝
1892	统
1893	绣
1894	继
1895	绪
1896	续
1897	维
1898	绷
1899	综
1900	绽
1901	绿
1902	缀
1903	缓
1904	缕
1905	编
1906	缘
1907	缝
1908	缩
1909	缭
1910	缸
1911	缺
1912	罗
1913	罚
1914	罩
1915	罪
1916	羊
1917	美
1918	羞
1919	羡
1920	群
1921	羽
1922	翅
1923	翔
1924	翘
1925	翠
1926	翰
1927	翻
1928	翼
1929	耀
1930	老
1931	考
1932	者
1933	而
1934	耍
1935	耐
1936	耳
1937	耶
1938	耿
1939	聆
1940	聊
1941	聋
1942	联
1943	
1944	
1945	肉
1946	肌
1947	肖
1948	肚
1949	肠
1950	股
1951	肢
1952	肤
1953	肩
1954	肮
1955	肯
1956	育
1957	肺
1958	胁
1959	胆
1960	背
1961	胖
1962	胚
1963	胜
1964	胡
1965	胧
1966	胭
1967	胸
1968	能
1969	脂
1970	脆
1971	脉
1972	脏
1973	脑
1974	脚
1975	脱
1976	脸
1977	脾
1978	腐
1979	腔
1980	腥
1981	腮
1982	腰
1983	_
1984	腻
1985	腾
1986	腿
1987	膀
1988	膏
1989	膛
1990	臀
1991	臂
1992	R
1993	自
1994	至
1995	致
1996	_
1997	c
1998	舌
1999	舍
2000	舞
2001	舢
2002	般
2003	舱
2004	船
2005	良
2006	色
2007	艳
2008	G
2009	艺
2010	艾
2011	节
2012	芒
2013	芙
2014	芜
2015	芬
2016	芭
2017	花
2018	芳
2019	芽
2020	苁
2021	苍
2022	苏
2023	苓
2024	苔
2025	苗
2026	苛
2027	苞
2028	若
2029	苦
2030	英
2031	苹
2032	范
2033	茄
2034	茉
2035	茧
2036	茫
2037	茵
2038	茶
2039	茸
2040	荆
2041	草
2042	荒
2043	荡
2044	荣
2045	药
2046	荷
2047	莉
2048	莎
2049	莓
2050	莫
2051	莱
2052	莲
2053	莹
2054	菊
2055	菜
2056	菸
2057	萎
2058	萝
2059	萤
2060	营
2061	萧
2062	萨
2063	落
2064	~
2065	著
2066	葛
2067	董
2068	
2069	葬
2070	蒙
2071	蒲
2072	蒸
2073	蓉
2074	蓝
2075	蔓
2076	蔚
2077	蔡
2078	蔷
2079	蔽
2080	蕃
2081	蕉
2082	蕨
2083	
2084	蕾
2085	薄
2086	薇
2087	{
2088	藏
2089	藓
2090	藤
2091	m
2092	虔
2093	虚
2094	虫
2095	虹
2096	虽
2097	蚁
2098	蚂
2099	蛇
2100	蛋
2101	蛛
2102	
2103	蛮
2104	蜀
2105	蜂
2106	蜒
2107	蜓
2108	蜕
2109	蜗
2110	蜘
2111	蜜
2112	蜡
2113	蜥
2114	蜻
2115	蜿
2116	蝇
2117	蝉
2118	蝙
2119	蝠
2120	v
2121	蝴
2122	蝶
2123	螂
2124	融
2125	
2126	蟑
2127	
2128	蟾
2129	蠢
2130	血
2131	衅
2132	行
2133	衍
2134	g
2135	街
2136	衡
2137	衣
2138	补
2139	表
2140	衫
2141	衬
2142	衰
2143	衷
2144	袅
2145	袋
2146	袍
2147	被
2148	袭
2149	裁
2150	裂
2151	装
2152	裙
2153	b
2154	e
2155	裤
2156	裹
2157	|
2158	褐
2159	褪
2160	西
2161	要
2162	覆
2163	H
2164	见
2165	观
2166	规
2167	视
2168	览
2169	觉
2170	角
2171	解
2172	言
2173	
2174	]
2175	
2176	
2177	誉
2178	I
2179	誓
2180	f
2181	l
2182	警
2183	
2184	计
2185	认
2186	讨
2187	让
2188	训
2189	议
2190	讯
2191	记
2192	讲
2193	讶
2194	许
2195	论
2196	讽
2197	访
2198	诀
2199	证
2200	诅
2201	识
2202	诉
2203	词
2204	译
2205	试
2206	诗
2207	诚
2208	话
2209	诞
2210	该
2211	详
2212	诬
2213	语
2214	误
2215	诱
2216	说
2217	诶
2218	请
2219	诸
2220	诺
2221	读
2222	课
2223	谁
2224	调
2225	谅
2226	谈
2227	谋
2228	谎
2229	谓
2230	谢
2231	谣
2232	谦
2233	谱
2234	谷
2235	豆
2236	象
2237	豪
2238	豫
2239	貌
2240	
2241	I
2242	贝
2243	负
2244	责
2245	败
2246	质
2247	贪
2248	贴
2249	贵
2250	费
2251	贼
2252	资
2253	赌
2254	赏
2255	赖
2256	赚
2257	赛
2258	赞
2259	赢
2260	赤
2261	走
2262	赶
2263	起
2264	趁
2265	超
2266	越
2267	s
2268	趣
2269	足
2270	跃
2271	跌
2272	跑
2273	距
2274	跟
2275	E
2276	跨
2277	路
2278	跳
2279	踏
2280	踞
2281	踢
2282	踩
2283	踪
2284	踱
2285	蹄
2286	蹈
2287	蹙
2288	蹲
2289	E
2290	身
2291	躬
2292	躯
2293	躲
2294	躺
2295	
2296	p
2297	D
2298	车
2299	轨
2300	转
2301	轮
2302	软
2303	轱
2304	轻
2305	载
2306	较
2307	辈
2308	辑
2309	输
2310	辗
2311	辘
2312	辛
2313	辨
2314	边
2315	达
2316	迁
2317	迂
2318	过
2319	迈
2320	迎
2321	运
2322	近
2323	返
2324	还
2325	这
2326	进
2327	远
2328	违
2329	连
2330	迫
2331	迭
2332	述
2333	迷
2334	迹
2335	追
2336	退
2337	送
2338	适
2339	逃
2340	逅
2341	逆
2342	选
2343	透
2344	逐
2345	递
2346	逗
2347	@
2348	通
2349	逛
2350	逝
2351	速
2352	造
2353	B
2354	逸
2355	逼
2356	遁
2357	遇
2358	遍
2359	^
2360	遐
2361	道
2362	遗
2363	遥
2364	遮
2365	避
2366	邀
2367	邂
2368	
2369	
2370	那
2371	邦
2372	邪
2373	邮
2374	邻
2375	郁
2376	郊
2377	郎
2378	部
2379	都
2380	酋
2381	配
2382	酒
2383	酝
2384	酱
2385	酵
2386	酷
2387	酸
2388	酿
2389	醇
2390	醉
2391	醒
2392	醺
2393	采
2394	釉
2395	释
2396	里
2397	重
2398	野
2399	量
2400	金
2401	
2402	n
2403	
2404	I
2405	
2406	针
2407	钓
2408	钟
2409	钢
2410	钥
2411	钨
2412	钩
2413	钮
2414	钱
2415	钻
2416	铁
2417	铃
2418	铅
2419	铜
2420	铩
2421	铭
2422	银
2423	铺
2424	销
2425	锁
2426	锈
2427	锋
2428	锐
2429	错
2430	锥
2431	锦
2432	键
2433	镇
2434	镜
2435	长
2436	T
2437	]
2438	_
2439	g
2440	|
2441	P
2442	门
2443	闪
2444	闭
2445	问
2446	闲
2447	间
2448	闷
2449	闹
2450	闻
2451	阁
2452	阅
2453	队
2454	阱
2455	防
2456	阳
2457	阴
2458	阵
2459	阶
2460	阻
2461	阿
2462	陆
2463	陋
2464	陌
2465	降
2466	限
2467	院
2468	除
2469	险
2470	陪
2471	
2472	陲
2473	陵
2474	陷
2475	
2476	隆
2477	随
2478	隐
2479	隔
2480	障
2481	隧
2482	U
2483	[
2484	隶
2485	`
2486	难
2487	雀
2488	雁
2489	雄
2490	雅
2491	集
2492	雏
2493	雕
2494	s
2495	y
2496	雨
2497	雪
2498	零
2499	雷
2500	雾
2501	需
2502	震
2503	霍
2504	霓
2505	霜
2506	F
2507	露
2508	霸
2509	霾
2510	青
2511	靓
2512	静
2513	o
2514	非
2515	靠
2516	面
2517	鞋
2518	鞠
2519	韩
2520	音
2521	韵
2522	
2523	
2524	
2525	^
2526	}
2527	
2528	页
2529	顶
2530	项
2531	顺
2532	须
2533	顽
2534	顾
2535	颁
2536	预
2537	领
2538	颊
2539	颐
2540	频
2541	颓
2542	颗
2543	题
2544	颜
2545	颠
2546	L
2547	风
2548	飘
2549	飙
2550	w
2551	飞
2552	食
2553	餐
2554	饥
2555	饭
2556	饮
2557	饰
2558	饱
2559	饶
2560	饺
2561	饼
2562	饿
2563	馆
2564	首
2565	香
2566	馨
2567	@
2568	马
2569	驭
2570	驯
2571	驳
2572	驴
2573	驾
2574	骂
2575	骄
2576	骑
2577	骚
2578	骤
2579	骨
2580	骷
2581	髅
2582	高
2583	鬓
2584	鬼
2585	魂
2586	魄
2587	魅
2588	魏
2589	魔
2590	r
2591	[
2592	鱼
2593	鲁
2594	鲜
2595	鲤
2596	鳅
2597	鳖
2598	
2599	鸟
2600	鸠
2601	鸢
2602	鸣
2603	鸥
2604	鸦
2605	鸽
2606	鹅
2607	鹰
2608	鹿
2609	麦
2610	麻
2611	N
2612	S
2613	黄
2614	黎
2615	黏
2616	黑
2617	默
2618	黯
2619	鼓
2620	鼠
2621	鼻
2622	J
2623	齐
2624	齿
2625	龙
2626	龟
2627	！
2628	（
2629	）
2630	，
2631	：
2632	＜
2633	＞
2634	？
2635	～
